  虎穴亡魂.The.Cross.and.the.Switchblade.1970.DVDRip.x264-HANDJOB.1.51GB,magnet:?xt=urn:btih:728567b226f32cad25d3c8b9e979cddc217e93d3  ,,
  夺标27秒.Vision.Quest.1985.DVDRip.x264-HANDJOB.1.7GB,magnet:?xt=urn:btih:839614dbd83913f6c1fec10342ced237ae76476c  ,,
  十月的强风.October.Gale.2014.720p.BluRay.H264.AAC-RARBG.1.1GB,magnet:?xt=urn:btih:260bb85bdfdd8bcd62c16dad88e0390b6e49527a  ,,
  广东铁桥三.Cantonen.Iron.Kung.Fu.1979.DVDRip.XviD.AC3.SUBBED-RARBG.1.36GB,magnet:?xt=urn:btih:0b3c830dda8c76b366fd3168e1a3cbe7e0d652e4  ,,
  神笔马良.The.Magical.Brush.2014.720p.Web.DL.HardSubViet.mp4.1.11GB,magnet:?xt=urn:btih:83a905b46379ad58ad4134b66503c2cd923ff93f  ,,
  夜生活.2011.720p.HDRip.H264-Playy.583.5MB,magnet:?xt=urn:btih:916756bcf6ec096833e3f028ba6e8b6cd14418d9  ,,
  舞台剧理查德三世的幕后故事.NOW.In.The.Wings.On.A.World.Stage.2014.LIMITED.DVDRiP.X264-TASTE.684.82MB,magnet:?xt=urn:btih:3eb8c41e19bdfa4fb94e47fd8ece3e43dd5afabd  ,,
  泥土.Dirt..The.Movie.(2009).Civilization.Dies.lest.YOU.restore.it.702.6MB,magnet:?xt=urn:btih:5b641aa35eba8dc9f21958004a2d8f30528e589c  ,,
  奔跑者.2015.中英字幕£CMCT__.2.6GB,magnet:?xt=urn:btih:3b2d833b08c5f9967c1ec0dd0fe778091c645109  ,,
  修补生活.The.Mend.2014.720p.WEB-DL.XviD.AC3-RARBG.3.23GB,magnet:?xt=urn:btih:2842bac6780c30740d460517e7d00a2d0ada532b  ,,
  90210.Shark.Attack.2014.720p.BluRay.H264.AAC-RARBG.932.07MB,magnet:?xt=urn:btih:5ac339c6db0456c31412302cb1e7f139496cf4d2  ,,
  怪猫菲力兹.FRITZ.THE.CAT.1972.DVDR.XVID-CDHR.690.84MB,magnet:?xt=urn:btih:c5638d34b7e1cc468f37a696e9349465702bcb0e  ,,
  王牌战将.Breakfast.of.Champions.1999.subbed.PL.DVDRip.XviD.AC3.PNG.1.38GB,magnet:?xt=urn:btih:124c6d10cbbe844a6893fc1ed4f4027c79690fc7  ,,
  魔法小公主.Little.Miss.Magic.1998.iNTERNAL.DVDRip.x264-utL.547.18MB,magnet:?xt=urn:btih:0bba3533eb005b2dd9b5d4ad54f8eb39b7d3593b  ,,
  清宫启示录.The.Lady.Assassin.1983.DVDRip.XviD.AC3.SUBBED-RARBG.1.36GB,magnet:?xt=urn:btih:a9da135f34138559ec95331c5dff1bb573d0a446  ,,
  公主夜游记.A.Royal.Night.Out.2015.720p.BluRay.H264.AAC-RARBG.1.18GB,magnet:?xt=urn:btih:3820bc84b29e6dc188921d1a2158bf3957f9ae93  ,,
  .720p.再见歌舞伎町.3.24GB,magnet:?xt=urn:btih:b206688da90495a494df5513a10ed04513ad908d  ,,
  阴魂不散的哈里.The.Haunting.Of.Harry.Payne.2014.DVDRip.XviD.AC3-RARBG.919.65MB,magnet:?xt=urn:btih:492e9bc506dd16a42b4bc8ca5c55caf84f8e5482  ,,
  Gingerdead.Man.Vs.Evil.Bong.2013.L1.DVDRip.1400MB.avi.1.36GB,magnet:?xt=urn:btih:df2dd74df82b815f9f75683d8a2ea3060f4d8298  ,,
  Carlotta.2014.DVDRip.x264-PFa.762.76MB,magnet:?xt=urn:btih:bddc2bf85e8d6b9192a8bebbc2de7e680dacd142  ,,
  高于一切.This.Above.All.(1942).avi.698.89MB,magnet:?xt=urn:btih:7c7688f55c5932f3f87ae52934667c10c6b56c19  ,,
  The.Cold.Lands.2013.HDRip.XviD.MP3-RARBG.994.56MB,magnet:?xt=urn:btih:e25755302c9b267c51b82c30d733bb8686433adf  ,,
  车轮上的欧洲.Move.On.2012.SrbSubs.720p.HDRip.h264.AAC.1.32GB,magnet:?xt=urn:btih:06e68d7c30489f84f037f769aed234a616fca9f2  ,,
  爱很美.Love.Is.Beautiful.2013.1080p.HDRip.x264.AC3-SmY.2.56GB,magnet:?xt=urn:btih:d04707bc1e19bb0ce343db764187b737cb9b43fa  ,,
  Submarine.Alert.1943.DVDRip.X264-COMBAT.770.66MB,magnet:?xt=urn:btih:eeee079173a09fd5c0fb0767b2cd31ef574efb2d  ,,
  迷魂之密室逃脱.Lost(Vertigo).2013.1080p.WEB-DL.x264.AAC-SmY.1.94GB,magnet:?xt=urn:btih:9d3bc0fd8f793043cc49110441c3d4273fa4c50b  ,,
  Awaiting.2015.720p.WEB-DL.XviD.AC3-RARBG.3.51GB,magnet:?xt=urn:btih:785a55dace9409ef459623e8ef82d9d185b652f2  ,,
  欲海狂情.Dream.With.The.Fishes.1997.DVDRIP.XViD.avi.700.44MB,magnet:?xt=urn:btih:bf7a9fd688848c625f14a35ad0e9093e1a29692a  ,,
  烈焰狂峰2.Nature.Unleashed.Volcano.2005.RUS.ENG.DVDRip.XviD.AC3.1.46GB,magnet:?xt=urn:btih:f232ee1a6ad25ae63427c568249924d8676d89f1  ,,
  _性不改.Jucy.2010.DVDRip.x264-SPRiNTER.954.22MB,magnet:?xt=urn:btih:5a47c5397bd94359cb139fc6b0a0636c2369533b  ,,
  比特币的崛起.The.Rise.and.Rise.of.Bitcoin.2014.WEB-DL.x264-RARBG.857.5MB,magnet:?xt=urn:btih:94b99152429e86f0d4e4af75278276a3cd9d2cfd  ,,
  O侯爵夫人.Die.Marquise.Von.O.1976.720p.BluRay.AVC-mfcorrea.mkv.4.81GB,magnet:?xt=urn:btih:bf821e365c8fab9f059e382d27bc0639efd2c03d  ,,
  Robot.VS.Aztec.Mummy.1958.DVDRip.x264-FiCO.1.31GB,magnet:?xt=urn:btih:27820b8814e9e825bc8ab8dedd4c7b3bf3df7a5f  ,,
  城市之光.City.Lights.(2014).DVDRip.-.1CD.-.x264.-.D3Si.MaNiaCs.701.99MB,magnet:?xt=urn:btih:dfe396ef1c62464e2e922cd7b09ce52956857a19  ,,
  Coffee.Shop.2014.720p.BluRay.H264.AAC-RARBG.1.07GB,magnet:?xt=urn:btih:aeebf8dd635e61e03fd493ca836144e14036c276  ,,
  发誓不会忘记你.Forget.Me.Not.2015.720p.BluRay.x264-WiKi.3.71GB,magnet:?xt=urn:btih:c1d39ccf49437f20c686c54b7027842f6d58fce1  ,,
  放手爱.To.Hell.with.a.Bullet.2013.WEBRip.x264-IDK.707.4MB,magnet:?xt=urn:btih:5b8fd0b875184b3b2580c06a01ec82e3fa1df1da  ,,
  通宵.The.Overnight.2015.720p.WEB-DL.DD5.1.H264-RARBG.2.45GB,magnet:?xt=urn:btih:5922d7c2711ecacd742cf216844566a1824cb433  ,,
  连环劫.Chain.of.Command.2015.720p.BluRay.H264.AAC-RARBG.1.06GB,magnet:?xt=urn:btih:d19f83a24b970f479d271c66c2930e74271002d1  ,,
  忍者续集.Shinobi.No.Mono.Vengeance.1963.DVDRip.XviD.AC3.SUBBED-RARBG.1.48GB,magnet:?xt=urn:btih:80cf12d7a4ad57199fdc01d0226d3abacfed6598  ,,
  鬼龙院花子的一生.Onimasa.1982.DVDRip.XviD-RARBG.2.26GB,magnet:?xt=urn:btih:2a3e12d727c0e04af5bd06610844dccebcc472ae  ,,
  鬼龙院花子的一生.Onimasa.1982.DVDRip.XviD-RARBG.2.26GB,N  ,,
  Warrior.Of.The.Lost.World.1983.DVDRip.x264-FiCO.1.14GB,magnet:?xt=urn:btih:14a4e029aee9e186f7e4139d918de82c5cb773d0  ,,
  Máncora.(Ricardo.de.Montreuil,.2008).1.35GB,,
  深情触摸.Touch.By.Touch.2014.720p.HDRip.H264-Unknown.avi.2.77GB,magnet:?xt=urn:btih:821107c69511c91d169ffd7bddb702fbef8b2f83  ,,
  Could.This.Be.Love.2014.720p.WEB-DL.XviD.AC3-RARBG.2.09GB,magnet:?xt=urn:btih:4b53d7bfe86a2c38f4da008a4c62dd3cbfa2e9d5  ,,
  The.Wrestler.1974.DVDRip.XviD-UWT.avi.994.76MB,magnet:?xt=urn:btih:408c25600427e92ca5036fc14f55fadfaf4b23dc  ,,
  野风.Reap.the.Wild.Wind.1942.iNTERNAL.DVDRip.x264-EXViDiNT.1.76GB,magnet:?xt=urn:btih:4eb8d7da35a6fc976b7995a658add438ad613259  ,,
  捕鼠者.RatCatcher. 1999 DVDRip.H264(BINGOWINGZ-UKB-RG).1.03GB,magnet:?xt=urn:btih:d686e800e5a9ef5eb037941898d3d1d37fc2f05d  ,,
  猴子王国.Monkey.Kingdom.2015.DOCU.720p.WEB-DL.XviD.AC3-RARBG.2.36GB,magnet:?xt=urn:btih:1c77dd879136f76d41041eae8d0accb30cbfc080  ,,
  制服.冰裸杀.915.2MB,magnet:?xt=urn:btih:22c9bd499d46ca9fbb815214f0a9474e452ebcfb  ,,
  知己.Konfident.2012.720p.HDTV.x264-DON.5.22GB,magnet:?xt=urn:btih:4ec65e177a4d3c66f224816125863609f91860aa  ,,
  媒体王国.Mediastan.2013.XviD.WEBRip.avi.508.73MB,magnet:?xt=urn:btih:c6c1f61a14253df17a4c6fddbd3c741e316baffa  ,,
  我的秘密城堡.I.Capture.The.Castle.2003.DVDRip.X264-pong.mp4.703.66MB,magnet:?xt=urn:btih:4ce6e396ad92c144aec881ebcae21fba2b76db58  ,,
  我的秘密城堡.I.Capture.The.Castle.2003.DVDRip.X264-pong.mp4.703.66MB,N  ,,
  Stolen.From.The.Suburbs.2015.720p.HDTV.x264-TASTETV.2.26GB,magnet:?xt=urn:btih:2a913f9e274462c547bcf9d0dac68f3634068c9e  ,,
  设计.The.Plan.2014.KOR.HDRip.x264.AC3-ADiOS.1.44GB,magnet:?xt=urn:btih:b871edf087a7a3cd13923dd6fefb93e10e018726  ,,
  绿色椅子2013.Green.Chair.Love.Conceptually.2013.HDRip.H264-Mbaro.2.86GB,magnet:?xt=urn:btih:3e71d58546ef4e63dea42203a156f959c0128bc9  ,,
  Mato.Sem.Cachorro.720p.BluRay.x264-TrueHD.mkv.5.34GB,magnet:?xt=urn:btih:2da45094deb1ad9aa311d12be40d77d248abf076  ,,
  BBC.旅行到地球内部.Journey.To.The.Centre.of.the.Planet.2011.HDTV.MiniSD-TLF.915.64MB,magnet:?xt=urn:btih:f4cfc35f10f47daaa6381bcff9cbff3473d1c98f  ,,
  腰带之下.Below.The.Belt.1971.DVDRiP.XViD-LiViDiTY.707.15MB,magnet:?xt=urn:btih:c84962cde39629aeb0e825639d539ede46f9da52  ,,
  迷失马尼拉.Metro.Manila.2013.720p.BRRip.h264.AAC-RARBG.1.38GB,magnet:?xt=urn:btih:b738b683f2331b9bcda57f6768a865f53f34504c  ,,
  双生杀手的崛起.The.Rise.of.the.Krays.2015.720p.BluRay.x264.YIFY.815.37MB,magnet:?xt=urn:btih:1d1e8b990f9ec89da2b4da257ab2e562813f33d2  ,,
  致命的顺从.Deadly.Virtues.Love.Honour.Obey.2014.720p.BluRay.H264.AAC-RARBG.1.05GB,magnet:?xt=urn:btih:7cbe0e610d22a2d532bed908732b69a99ddbd3db  ,,
  塑料天堂：大太平洋垃圾带.Plastic.Paradise.The.Great.Pacific.Garbage.Patch.2013.720p.WEB-DL.XviD.MP3-RARBG.1.6GB,magnet:?xt=urn:btih:4c47f8d7fbc0c8e88a02b7a8e1dbdbe95305d1aa  ,,
  希望生长的地方.Where.Hope.Grows.(2014).753.91MB,magnet:?xt=urn:btih:48689b69474e028d26472bc0826020ee9fa3a97e  ,,
  Do.You.Like.My.Basement.2012.720p.WEB-DL.AAC2.0.H264-FGT.2.48GB,magnet:?xt=urn:btih:16a45f38e518578061fbab86f188c3a4ccd08be7  ,,
  陌路__兄弟情.Mistaken.For.Strangers.2013.720p.WEB-DL.H264-PTP. PublicHD .2.35GB,magnet:?xt=urn:btih:43c9e8b847db3bb3de57f9d93708cbe80a20bb0a  ,,
  Kantemir.2015.720p.BluRay.H264.AAC-RARBG.1000.98MB,magnet:?xt=urn:btih:1faeb8f2bb11bd309c33167cc72d7fd69e810563  ,,
  Blood.Sweat.And.Tears.2015.1080p.BluRay.x264-VeDeTT.7.73GB,magnet:?xt=urn:btih:c3a35caf6419d7fe71b4c2c92cce4356a7e334ea  ,,
  叫我第一名.Front.of.the.Class.2008.720p.HDTV.x264-MCR.4.4GB,magnet:?xt=urn:btih:f593d84c6c84bddbfdcdc1bdf85bfcd38853e8bd  ,,
  The.Call.2013.720p.BluRay.x264-SPARKS.67.18MB,magnet:?xt=urn:btih:035ed1aed4407c78c520bde89031289ba6c3c8f7  ,,
  The.Houses.October.Built.2014.720p.BRRip.XviD.AC3-RARBG.2.84GB,magnet:?xt=urn:btih:65048acd4e48a85fcb6cf8aca52b998be28d60ea  ,,
  布朗夫人.Mrs.Brown.1997.DVDRiP.XVID.AC3-MAJESTIC.1.38GB,magnet:?xt=urn:btih:e785a9424b7c0a9935e346f5b55d2144055bbb73  ,,
  小黄历险记.Far.From.Home.The.Adventures.Of.Yellow.Dog.1995.iNT.DVDRip.XviD-aAF.706.59MB,magnet:?xt=urn:btih:249ba05974b76ad315d6cd665888e8458439a9ba  ,,
  The.Shamers.Daughter.2015.Bluray.1080p.DTS-HD.x264-Grym.12.88GB,magnet:?xt=urn:btih:1ea6bd00c3c38c55f291d68a8d6a5edb06afbc2c  ,,
  人人皆舞者2：舞力全开.ABCD.2.(2015).1080p.mHD.Blu-Ray.x264.AAC.5.1.Esub. DDR-Exclusive .3.7GB,magnet:?xt=urn:btih:1b39f0340017e8d5836681256de6809e57b28349  ,,
  珠峰史诗.The.Epic.of.Everest.1924.480p.BluRay.x264-mSD.490.19MB,magnet:?xt=urn:btih:431c5f5cb7f819b3f34cbcbb37b571cc82029ec7  ,,
  亲吻2.Gorko.2.2014.720p.BluRay.x264-PHOBOS.4.36GB,magnet:?xt=urn:btih:46c222f762cb87a87df8f636fa43f305d643b7d4  ,,
  林荫大道.Boulevard.2014.720p.BluRay.x264.YIFY.697.44MB,magnet:?xt=urn:btih:34e8dc4acf9be03725ee0e65bc6b47fa3286068e  ,,
  学生闹翻天.Student.Bodies.2015.720p.BluRay.H264.AAC-RARBG.1.11GB,magnet:?xt=urn:btih:6697b5805823b0899a6730875afed870064db52a  ,,
  少年透明人.Il.ragazzo.invisibile.2014.720p.BluRay.DTS.x264-HDS.3.16GB,magnet:?xt=urn:btih:b2b8cbfcb16efa0a6ff3c3db81c3e1a84b82339b  ,,
  Ill.Turn.To.You.1946.DVDRip.x264-FiCO.1GB,magnet:?xt=urn:btih:dec4e4bbda4f2ad819f6ffa928cececc1874bbbf  ,,
  麦斯卡：黑暗孢子.Mythica.The.Darkspore.2015.720p.BluRay.H264.AAC-RARBG.1.32GB,magnet:?xt=urn:btih:ff93f436fa240bb770f8f9a0d194d47fdf38592c  ,,
  Rio.Rita.(1942).TV.Rip..avi..h264..Mulki.1.6GB,magnet:?xt=urn:btih:12315826c8ca1f7a30cb6dcf9de42c053a26cac7  ,,
  土豆人的性生活.Sex.Lives.of.the.Potato.Men.2004.DivX.DVDRip.BestVideo.avi.1.37GB,magnet:?xt=urn:btih:46cca59cbabe0669efcadd9f7b6259cb7a9b63f8  ,,
  Ashens.And.The.Quest.For.The.Gamechild.2013.720p.BluRay.H264.AAC-RARBG.1.09GB,magnet:?xt=urn:btih:a07de91190609ca3bc633b20cd4662ded4adb7ce  ,,
" ""我们梦中见.I ll.See.You.in.My.Dreams.(2015).755.62MB","magnet:?xt=urn:btih:970825104de366b2cb4ed8957d19787a0bd7216b"" ",,
  李斯特狂.Lisztomania.1975.DVDRip.x264-HANDJOB.1.55GB,magnet:?xt=urn:btih:e4ccc6a9e24f347500291ab08f7d4c3ef99d86ba  ,,
  J.P.摩根：华尔街的皇帝.Biography.J.Pierpont.Morgan.Emperor.Of.Wall.Street.1996.DVDRip.x264-FiCO.495.8MB,magnet:?xt=urn:btih:140b366d3109631593e75ac0ad50ef510bcbc54e  ,,
  魔鬼诅咒.The.Curse.Of.Downers.Grove.2015.720p.BluRay.H264.AAC-RARBG.1.08GB,magnet:?xt=urn:btih:5d19dfc1a3d84fc0fc157dd5d8a5a424e374b59c  ,,
  绿巨人大战.Hulk.vs.Wolverine.2009.720p.BluRay.x264-CiNEFiLE.1.1GB,magnet:?xt=urn:btih:f5a0bd584b255e3f4101bb35e37d5e397e14cdf1  ,,
  烈性摔跤.Wrestling.2014.720p.HDRip.X264-KTH.mp4.2.08GB,magnet:?xt=urn:btih:1a929207f300ea550b6793ea9d063eddc447a8b8  ,,
  骗子拉贾.Raja.Natwarlal.(2014).DVDScr.-.1CD.-.x264.-.D3Si.MaNiaCs.702.8MB,magnet:?xt=urn:btih:0d57078ede47d897f4fc168591cac65370d085a0  ,,
  The.Adored.2012.DVDRip.x264-RedBlade.539.96MB,magnet:?xt=urn:btih:ed5253a31ee1ea8217317f82bff8ca12f6124b84  ,,
  上智之堂.La.Sapienza.2014.LIMITED.1080p.BluRay.x264-USURY.7.66GB,magnet:?xt=urn:btih:f235020bbfd79724758f7bea1a6f7a25f374dc36  ,,
  拉凡德山的暴徒.The.Lavender.Hill.Mob.1951.BRRIP.XVID.AC3.ACAB.1.42GB,magnet:?xt=urn:btih:09b5983abc79684190625bdbce1525b58cd1be14  ,,
  黑白追缉令.Amos.And.Andrew.1993.720p.WEB-DL.AAC2.0.H264-FGT.2.84GB,magnet:?xt=urn:btih:02426be8b613137899b90cf7c77120c8a37e68bd  ,,
  The.Interns.1962.DVDRip.x264-HANDJOB.1.82GB,magnet:?xt=urn:btih:059b63590848e0500d2515f6d55747f110357115  ,,
  119天：海上历险记.Abandoned.2015.720p.BluRay.H264.AAC-RARBG.1.05GB,magnet:?xt=urn:btih:45a8b994b8b8bd862eaada28ce5c7f8ea8990a61  ,,
  诚实国度的爱丽丝.Alice.In.Earnestland.2014.720p.HDRip.H264-CINEFOX.mp4.1.98GB,magnet:?xt=urn:btih:c32242666b4b3145183e43fb8a29d8329c719c93  ,,
  第1集.\r\n                                                        72.Hours.S01E01.HDTV.x264-YesTV.453.17MB,magnet:?xt=urn:btih:5c1c16d4564443759410fc92958b5c1d24c84a08  ,,
  随性而来.La.visita.del.vicio.(1978).avi.700.48MB,magnet:?xt=urn:btih:e0a6f1cb46fd7df266c1fc455b8c0d208069833b  ,,
  新·喜びも悲しみも__月.Big.Joys.Small.Sorrows.1986.720p.WEB-DL.H264-CG. PublicHD .2.91GB,magnet:?xt=urn:btih:8345223465384f5dc8efc70e8f51ad0b7ce27042  ,,
  Manny.Lewis.2015.720p.BluRay.x264-PFa.4.35GB,magnet:?xt=urn:btih:ca3261130cc696f9c7fd931a6cbd5da1144a8eca  ,,
   渴望 The.World.of.Kanako.2014.BluRay.720p.x264.AC3-CnSCG.3.2GB,magnet:?xt=urn:btih:fb853d0c684b5020b3611432bfbcf429b1f73e91  ,,
  热浴盆时光机2.Hot.Tub.Time.Machine.2.2015.UNRATED.720p.BluRay.x264-GECKOS.4.39GB,magnet:?xt=urn:btih:1ab53ef643f5ad905fd37d2668ad28bb800814c2  ,,
  .720p.优雅的谎言.2.74GB,magnet:?xt=urn:btih:ecf8931a3bf9b68e4630d7cf2837c92bbe65d765  ,,
   2015.08.26 暴疯语 2014年中国犯罪剧情(MKV) （帝国出品）.2.5GB,magnet:?xt=urn:btih:9643ee7ddd4146f031229105f03a6a269601b310  ,,
  男孩唱诗班.Boychoir.2014.720p.BluRay.x264.YIFY.812.13MB,magnet:?xt=urn:btih:c0dd48e8648af4d129270040f429e0d73e090713  ,,
  死亡之环.Ring.of.Death.2008.SLOsubs.BRrip.720p.x264-BHATTI87.1.23GB,magnet:?xt=urn:btih:ba30cf2f9b023ecd761de83ace7ef9f359ba3eeb  ,,
  退魔：巫女窟.The.Choosen.Forbidden.Cave.2015.720p.HDRip.H264.2.19GB,magnet:?xt=urn:btih:c9d5970b65cc56c5ce8b66e80d0062e37e861b6f  ,,
  舞会之旅.Prom.Ride.2015.720p.WEBRip.XviD.AC3-RARBG.2.33GB,magnet:?xt=urn:btih:b4cc7fd358af79ef7134a410e0956828693f0585  ,,
   群盗：民乱的时代 Kundo.Age.of.the.Rampant.2014.BluRay.720p.x264.AC3-CnSCG.3.7GB,magnet:?xt=urn:btih:5cc1c2c49b0660cbbb8e3592a6024cf36b242b54  ,,
  提防小手.Carry.On.Pickpocket.1982.DVDRip.XviD.AC3.SUBBED-RARBG.1.46GB,magnet:?xt=urn:btih:5ebd2e0b51fa66abe39b4a2b08a57302046a2d4a  ,,
  Fun.Size.Horror.Volume.One.2015.720p.WEBRip.XviD.MP3-RARBG.1.94GB,magnet:?xt=urn:btih:915acaa86da592becca65241417da3ae8daccba6  ,,
  不了情.Hamari.Adhuri.Kahaani.2015.720p.BluRay.DD5.1.x264-HDS.3.77GB,magnet:?xt=urn:btih:08e65a309760ba54cc3e4f74c19ac4b55f63f081  ,,
  Club.Life.2015.720p.BluRay.x264.YIFY.694.76MB,magnet:?xt=urn:btih:336c3a0ff049081597df4cea4b2bd2880eb6b73c  ,,
  Livin’.by.the.Gun.Livin.by.the.Gun.2011.DVDrip.x264.Ac3-MiLLENiUM.1.42GB,magnet:?xt=urn:btih:690e26373b0fd2fd6042642251b8ca6fd55a9384  ,,
  勇冠三车.To.the.Shores.of.Tripoli.1942.1.44GB,magnet:?xt=urn:btih:cca0f03d00020c38b9ed436c858aae6f87f6a241  ,,
  嘘！禁止想象！.Nineteen.Shh.No.Imagining.2015.720p.UNCUT.EXTENDED.WEB-DL.H264.AAC-QUiCKY.mp4.1.65GB,magnet:?xt=urn:btih:fa390cb08f02d39dcabe651bcc963fd112ac0619  ,,
  神之一手.2014.韩语.简繁中字£CMCT死亡骑士.3.43GB,magnet:?xt=urn:btih:1b8722172626d218695cb34ccb9d1f369c6f920d  ,,
  破发点.Break.Point.2014.720p.WEB-DL.XviD.AC3-RARBG.2.63GB,magnet:?xt=urn:btih:b4ada0f8078614eb4cd3bae435d77885f662f5a9  ,,
  生命之路.The.Road.Called.Life.2014.HDRip.x265.AAC.1080p-HDione.torrent.1.2GB,magnet:?xt=urn:btih:bde0d157a0493fa1b90424b4497f88da77dddd25  ,,
   朋友2：继承者时代 Friend.The.Great.Legacy.2014.BluRay.720p.x264.AC3-CnSCG.3.3GB,magnet:?xt=urn:btih:57600aeefda21c6233d6044d9131cc68f71f9508  ,,
  突破二十五马赫.Space.Camp.1986.720p.HDTV.x264.DD2.0-FGT.4.87GB,magnet:?xt=urn:btih:7211f92fbf5ed477029cb7ea5f7a1d9ae2ba4a43  ,,
  标靶.2014.韩语.简繁中字£CMCT死亡骑士.2.86GB,magnet:?xt=urn:btih:892a8a9a1a6cc52e65549e1524d7ee0edb2e2c53  ,,
  咖啡.Gabi.2012.KOREA.720p.HDRip.x264.AC3-JYK.2.54GB,magnet:?xt=urn:btih:1979497db06d5934b7ea6d7cb0d4ae932e0a10c1  ,,
  The.Man.from.Nowhere.1975.DVDRip.x264-HANDJOB.975.06MB,magnet:?xt=urn:btih:eebc685bc85d104f5676257b2475937a293f2d2b  ,,
  Grantham.and.Rose.2014.720p.WEBRip.XviD.MP3-RARBG.2.3GB,magnet:?xt=urn:btih:b6d703b44b62df5bd24cf9f3f89fe7f76a8ebd25  ,,
  霍元甲.Legend.of.a.Fighter.1982.HK.DVDRip.x264.2Audio.AC3..mkv.1.37GB,magnet:?xt=urn:btih:67cc20c4fbfb6672073feef0ce43f3113c94f36d  ,,
  玫瑰汽车旅馆.Lets.Go.To.Rose.Motel.2013.720p.HDTV.AAC.2.0.x264-LMS.3.02GB,magnet:?xt=urn:btih:ec181b7629577176d2f0503b39adbb0ff5c3f654  ,,
   稻草之盾 Shield.of.Straw.2013.BluRay.720p.x264.AC3-CnSCG 日语中字3.6G .3.6GB,magnet:?xt=urn:btih:03f8eaf0c6cf095ebf4404a2548810e389b31da9  ,,
  花葬.Revivre.2014.KOR.HDRip.x264.AC3-ADiOS.1.46GB,magnet:?xt=urn:btih:6331651e5dfac111c40599f688ab09896a639c0d  ,,
  高手们.Buy.Bling.Get.One.Free.2014.720p.SUBBED.BluRay.x264-FiCO.1.09GB,magnet:?xt=urn:btih:08cf8730d948be95e62a4596c2fdd47605fd1467  ,,
  辩护人.The.Attorney.2013.BDRip.x264-ROVERS.792.32MB,magnet:?xt=urn:btih:9f188dd0fb2c5480cff96566e45a3b51fb992cf0  ,,
  口袋里的小石头.Rocks.in.My.Pockets.2014.DVDrip.x264.AC3-phz.1.26GB,magnet:?xt=urn:btih:6f503f153261d8bca79709feacb621666cf3c8ea  ,,
   人间中毒 Obsessed.2014.BluRay.720p.x264.AC3-CnSCG.3.5GB,magnet:?xt=urn:btih:0f75aeab1e7f3a9e41c4c3d2a2938c408b15e77d  ,,
  我的流氓爱人.My.Dear.Desperado.2010.HDTV.720p.x264-HDCTV.4.37GB,magnet:?xt=urn:btih:74345763e2fc9dc7b1dba05f1d09e7ce0330c41a  ,,
   2015.08.19 赤道 2015年中国动作犯罪(MKV) （帝国出品）.2.99GB,magnet:?xt=urn:btih:8babd37aa7bf6af6decb31538823791cf51447fe  ,,
  我的小小英雄.My.Little.Hero.2013.720p.HDRip.H264-Mbaro.3.03GB,magnet:?xt=urn:btih:18e3dde7a8c7c68a437b662af0b59fe42a1871fe  ,,
  演员就是演员.Rough.Play.2013.720p.HDRip.H264-iMBC.mp4.2.18GB,magnet:?xt=urn:btih:b65fac6088230f62e23c0a7ad9434898bb007446  ,,
  飞鸟娱乐(bbs.hdbird.com).恐怖直播.720p.中文字幕.2.18GB,magnet:?xt=urn:btih:ad60e216c66c717bfd92e4d7accf0359ceee8ec7  ,,
  亲·爱.Beloved.2013.HDTV.720P.X264.AC3.mkv.3.49GB,magnet:?xt=urn:btih:9d996d019680a33a71ecf55533d01ba9d139bff9  ,,
  我的19岁.19-Nineteen.2009.HDTV.720p.x264-HD dydao .4.37GB,magnet:?xt=urn:btih:f0e72b6b154133d9f494243ba90c776f6bb0c067  ,,
  欲望之屋2：甜美情事.House.with.a.Beautiful.View.2.2015.UNCUT.720p.HDRip.H264.avi.3.06GB,magnet:?xt=urn:btih:c00451c6b949b19ea9d5a972eec995511a6e3cc6  ,,
  夜关门：欲望之花.Door.Tonight.2013.720p.HDRip.H264-Canrel.mp4.2.07GB,magnet:?xt=urn:btih:62ed0e467fb1fe7a92b823d098f2fd0006fc5bed  ,,
  第二次爱情.Never.Forever.2007.720p.SUBBED.HDRip.H264-CINEFOX.mp4.2.44GB,magnet:?xt=urn:btih:463b8adc5fafe4a0b73b0352e85dd54ac1e3e6c7  ,,
  初恋大作战.Marbling.2013.720p.HDRip.H264-Canrel.mp4.2.18GB,magnet:?xt=urn:btih:a80072519c7bc832abe420a6044cae58d7a43bc4  ,,
  荆棘花.Fatal.2012.720p.HDRip.H264-INDiPLUG.mp4.2.25GB,magnet:?xt=urn:btih:8f8bee8f6e840775d2cba7f61ec3126ef173fe1a  ,,
  恐怖故事2.Horror.Stories.II.2013.720p.HDRip-NonDRM.2.22GB,magnet:?xt=urn:btih:628f30c874a5f25cb0e117a5b4e2c79f0a275bc0  ,,
  借尸还魂.Over.My.Dead.Body.2012.720p.HDRip.H264-CiNERO.avi.2.42GB,magnet:?xt=urn:btih:85070a731429e012f1699d68ad44dc943116270d  ,,
  我们善熙.Our.Sunhi.2013.720p.HDRip.H264-Mbaro.mp4.2.58GB,magnet:?xt=urn:btih:1681f38a00033cc11397c3b7a76745f75d0e8045  ,,
  少女.Steel.Cold.Winter.2013.720p.HDRip.H264-Mbaro.mp4.2.71GB,magnet:?xt=urn:btih:597a30c0569fcd14583698506a646049d2c598c9  ,,
